packages/antigravity-tools-bin	4fe65684ec7001af8035fdc2efb8d6050d327d805adfb395710295f7f37c7e46	4.2.5	2026-06-20T06:54:48Z
packages/boxd-cli-bin	f7cbba137fa41c1a721ac0eff74e2267ed1558a46268814a19dfcd1712e434f2	0.1.18	2026-06-20T06:54:48Z
packages/cli-proxy-api-bin	9a39364195d07f193b407587b7b2b5ae99c456b3f28b8ad12ca0d7b259f2c1fd	7.2.22	2026-06-20T06:54:48Z
packages/cpa-manager-plus-bin	df9b88e15a2ee4ab53e131df56b14410690f8fe4ec3dcbd872c94608b6644547	1.7.0	2026-06-20T06:54:48Z
packages/cpa-usage-keeper-bin	b105153fe4f3ab21451aa08ad1dfbb27e59c4494f699aacc7128fa3c61fa9fba	1.11.1	2026-06-20T06:54:48Z
packages/fingerprint-chromium-bin	96d5bed963d823ebf1e67b9b9b72cdb19def54485f05abd6c15def11cee70886	144.0.7559.132	2026-06-20T06:54:48Z
packages/vibe-kanban-bin	04503f4cee25542c8684069def02d5ba1df9f60af8ee07fede9c0bb4a9400b2c	0.1.44	2026-05-19T04:08:25Z
packages/wlroots0.20-vmwgfx	d578514ecb90620f1baac7dc49613d93f5402adab91392fc445ac51f72812c9c	0.20.1	2026-06-20T06:54:48Z
packages/zellij-no-mouse-resize-bin	40cc58807d16a4a91c7a375b7b0cdf96a82b60e0d6e9528aca73fee8778bd898	0.44.3	2026-06-20T06:54:48Z
